article_id,title,link,keywords,creator,description,content,pubDate,pubDateTZ,image_url,video_url,source_id,source_name,source_priority,source_url,source_icon,language,country,category,sentiment,sentiment_stats,ai_tag,ai_region,ai_org,ai_summary,ai_content,duplicate
cfc48db2af902fc4ea4bdfcbc11ac313,Miami GP appoints youngest president yet following Tyler Epp's successful tenure,https://au.motorsport.com/f1/news/miami-gp-appoints-youngest-president-yet-following-tyler-epps-successful-tenure/10762884/,['formula 1'],['Alex Harrington'],"The Miami Grand Prix has appointed Katharina Nowak as its new president, making her the youngest president yet of the event. The confirmation came from Tom Garfinkel, managing partner of the grand prix.Nowak replaces Tyler Epp, who has overseen the substantial growth of the Miami Grand Prix since it joined the Formula 1 calendar in 2022. That year saw a sell-out attendance of 242,955 ...Keep reading",ONLY AVAILABLE IN PAID PLANS,2025-09-27 13:00:02,UTC,https://cdn-6.motorsport.com/images/amp/2y3eoyp6/s6/yuki-tsunoda-red-bull-racing.jpg,,motorsport_au,Motorsport,10311,https://au.motorsport.com,https://n.bytvi.com/motorsport_au.png,english,['australia'],['sports'],ONLY AVAILABLE IN PROFESSIONAL AND CORPORATE PLANS,ONLY AVAILABLE IN PROFESSIONAL AND CORPORATE PLANS,ONLY AVAILABLE IN PROFESSIONAL AND CORPORATE PLANS,ONLY AVAILABLE IN CORPORATE PLANS,ONLY AVAILABLE IN CORPORATE PLANS,ONLY AVAILABLE IN PAID PLANS,ONLY AVAILABLE IN PROFESSIONAL AND CORPORATE PLANS,False
4d60c77b61910a2b4433ca65ff400b27,"After almost 20 helping to operate rovers on Mars, NASA geologist and astronaut candidate Lauren Edgar says stepping foot on the Red Planet 'would be a dream' - Space",https://news.google.com/rss/articles/CBMinAJBVV95cUxPZHREQzBsVnVrWXRad29zLWhzVks3dG0zUDVaUWZzbE02WDhHZWsxaDRDSFpYSnlUal9GV0xJMi11elJya0VyTE1oNUxITU1Gb2FzTUhxc0F5ZG1DamRwWFRKZHNvd0tPR0YxSnVZNEV1MjBlUHhWMGZGTFQtV0JfcDJFcE96Q3lSZmN4cVM1eFlwZ0s0M0xnaXpNc2NPakpOVURFN24yYkdoM2MxU1JmdzVXQm1ZSTZvWFFSc1VKeUQ3RjNiRllKeFgtcE81U0VUaDlLdEVEaU4yYUFGZklEWk5qVERCWFBoRXJVbnVlLTcwSy1UZ0NXejM0SmxSbDZXSmtIMEdwVl9ncE5OcU4zNUlGdDhUU1JMM2JTNQ?oc=5,,,"After almost 20 helping to operate rovers on Mars, NASA geologist and astronaut candidate Lauren Edgar says stepping foot on the Red Planet 'would be a dream' SpaceNew NASA astronaut candidates become Purdue’s 29th and 30th members of Cradle of Astronauts Purdue UniversityNASA introduces its newest astronauts: 10 chosen from more than 8,000 applicants AP NewsNASA selects 10 new astronauts as it chases bold plans for the moon and Mars CNNA geologist, a former SpaceX launch director and a commercial astronaut; meet NASA’s 10 new astronaut candidates Spaceflight Now",ONLY AVAILABLE IN PAID PLANS,2025-09-27 13:00:00,UTC,,,google,Google News,14,https://news.google.com,https://n.bytvi.com/google.png,english,['australia'],['science'],ONLY AVAILABLE IN PROFESSIONAL AND CORPORATE PLANS,ONLY AVAILABLE IN PROFESSIONAL AND CORPORATE PLANS,ONLY AVAILABLE IN PROFESSIONAL AND CORPORATE PLANS,ONLY AVAILABLE IN CORPORATE PLANS,ONLY AVAILABLE IN CORPORATE PLANS,ONLY AVAILABLE IN PAID PLANS,ONLY AVAILABLE IN PROFESSIONAL AND CORPORATE PLANS,False
e7a72512fab0ae44200e0a915fd6ffaa,Apple @ Work: Emory’s first all-Apple hospital and Epic Mac app highlight company’s growing healthcare role,https://9to5mac.com/2025/09/27/epics-native-mac-app-and-emorys-first-all-apple-hospital-highlight-apples-growing-role-in-healthcare/,['news'],['Bradley C'],"Apple @ Work is exclusively brought to you by Mosyle, the only Apple Unified Platform. Mosyle is the only solution that integrates in a single professional grade platform all the solutions necessary to seamlessly and automatically deploy, manage & protect Apple devices at work. Over 45,000 organizations trust Mosyle to make millions of Apple devices work ready with no effort and at an affordable cost. Request your EXTENDED TRIAL today and understand why Mosyle is everything you need to work with Apple.Apple’s footprint in the enterprise has steadily expanded, but healthcare is where the impact can feel the most personal. At Emory Healthcare, Apple devices are now the foundation of care delivery. Emory Hillandale is the nation’s first hospital fully powered by Apple products, with Macs, iPads, iPhones, and Apple Watches deployed throughout the hospital to run Epic Hyperspace and support patient care. One of the most important aspects of this rollout is that Epic is now a native macOS app. more...",ONLY AVAILABLE IN PAID PLANS,2025-09-27 13:00:00,UTC,https://9to5mac.com/wp-content/uploads/sites/6/2025/09/Emory.jpg?quality=82&strip=all&w=1600,,9to5mac,9to5 Mac,5542,https://9to5mac.com,https://n.bytvi.com/9to5mac.png,english,"['india', 'singapore', 'united states of america', 'australia', 'united kingdom']",['technology'],ONLY AVAILABLE IN PROFESSIONAL AND CORPORATE PLANS,ONLY AVAILABLE IN PROFESSIONAL AND CORPORATE PLANS,ONLY AVAILABLE IN PROFESSIONAL AND CORPORATE PLANS,ONLY AVAILABLE IN CORPORATE PLANS,ONLY AVAILABLE IN CORPORATE PLANS,ONLY AVAILABLE IN PAID PLANS,ONLY AVAILABLE IN PROFESSIONAL AND CORPORATE PLANS,False
645ed56a498e793967d29a639d9eb4b0,Inside the Snapdragon X2 Elite: 20 Questions for Qualcomm’s Computing Chief - PCMag Australia,https://news.google.com/rss/articles/CBMisgFBVV95cUxPSk1DeVU5dlFERHR2U21pSUpmeVlHVEp2Sm5iZlJXSE5qdmtuZmI1ZElSX1ROVTRDdXlTVzBVYU1EWC1GaDlZVnVQRGp2Vk5iNGVrRmdqaVhfS0JKMG9EWUlYRjgwTVhrTjRhNUhlSVpoeEpUVWRXdlFjWS1ubnRqR3RiQ1FhNWlxeHdQUW1KaTQ2Z3I5SXNFWHdyd2V5a0hHRnRUX2ltcHNEdjQwcDVnWHZB?oc=5,,,"Inside the Snapdragon X2 Elite: 20 Questions for Qualcomm’s Computing Chief PCMag AustraliaFastest Android chip gets faster, new devices coming soon GadgetGuyYour next Windows PC may rival M4 MacBooks thanks to this chipset - here's how ZDNETQualcomm Snapdragon 8 Elite Gen 5 Vs Snapdragon 8 Gen 5: What Sets The Two Apart? Do You Really Need The Elite Version? thedailyjagran.comSnapdragon X2 Elite: 5 key features I can't wait to try Tom's Guide",ONLY AVAILABLE IN PAID PLANS,2025-09-27 13:00:00,UTC,,,google,Google News,14,https://news.google.com,https://n.bytvi.com/google.png,english,['australia'],['technology'],ONLY AVAILABLE IN PROFESSIONAL AND CORPORATE PLANS,ONLY AVAILABLE IN PROFESSIONAL AND CORPORATE PLANS,ONLY AVAILABLE IN PROFESSIONAL AND CORPORATE PLANS,ONLY AVAILABLE IN CORPORATE PLANS,ONLY AVAILABLE IN CORPORATE PLANS,ONLY AVAILABLE IN PAID PLANS,ONLY AVAILABLE IN PROFESSIONAL AND CORPORATE PLANS,False
5cda64e7e59bcbc7b7a58c96cd2d79e7,Right royal welcome for PM Albanese on British visit,https://www.braidwoodtimes.com.au/story/9075995/right-royal-welcome-for-pm-albanese-on-british-visit/,"['news', 'national', 'free', 'politics', 'domestic']",['Grace Crivellaro'],"Australia's prime minister has continued to talk up the future of the AUKUS submarine pact, before meeting with King Charles in Scotland.",ONLY AVAILABLE IN PAID PLANS,2025-09-27 12:56:12,UTC,https://www.braidwoodtimes.com.au/images/transform/v1/crop/frm/silverstone-feed-data/931a4952-ffeb-4e61-a93e-cc190e4a81df.jpg/r0_90_800_510_w1200_h630_fmax.jpg,,braidwoodtimes,Braidwood Times,3563649,https://www.braidwoodtimes.com.au,https://n.bytvi.com/braidwoodtimes.png,english,['australia'],"['politics', 'top']",ONLY AVAILABLE IN PROFESSIONAL AND CORPORATE PLANS,ONLY AVAILABLE IN PROFESSIONAL AND CORPORATE PLANS,ONLY AVAILABLE IN PROFESSIONAL AND CORPORATE PLANS,ONLY AVAILABLE IN CORPORATE PLANS,ONLY AVAILABLE IN CORPORATE PLANS,ONLY AVAILABLE IN PAID PLANS,ONLY AVAILABLE IN PROFESSIONAL AND CORPORATE PLANS,True
ff46ae0e3934937f4846225bc2bfcaca,Right royal welcome for PM Albanese on British visit,https://www.blayneychronicle.com.au/story/9075995/right-royal-welcome-for-pm-albanese-on-british-visit/,"['news', 'domestic', 'national', 'free', 'politics']",['Grace Crivellaro'],"Australia's prime minister has continued to talk up the future of the AUKUS submarine pact, before meeting with King Charles in Scotland.",ONLY AVAILABLE IN PAID PLANS,2025-09-27 12:56:12,UTC,https://www.blayneychronicle.com.au/images/transform/v1/crop/frm/silverstone-feed-data/931a4952-ffeb-4e61-a93e-cc190e4a81df.jpg/r0_0_800_600_w1200_h678_fmax.jpg,,blayneychronicle,"Blayney, Nsw",17177086,https://www.blayneychronicle.com.au,https://n.bytvi.com/blayneychronicle.png,english,['australia'],"['politics', 'top']",ONLY AVAILABLE IN PROFESSIONAL AND CORPORATE PLANS,ONLY AVAILABLE IN PROFESSIONAL AND CORPORATE PLANS,ONLY AVAILABLE IN PROFESSIONAL AND CORPORATE PLANS,ONLY AVAILABLE IN CORPORATE PLANS,ONLY AVAILABLE IN CORPORATE PLANS,ONLY AVAILABLE IN PAID PLANS,ONLY AVAILABLE IN PROFESSIONAL AND CORPORATE PLANS,True
63af7771e68efc0e0c4ca371eefc3efe,Right royal welcome for PM Albanese on British visit,https://www.armidaleexpress.com.au/story/9075995/right-royal-welcome-for-pm-albanese-on-british-visit/,,['Grace Crivellaro'],"Australia's prime minister has continued to talk up the future of the AUKUS submarine pact, before meeting with King Charles in Scotland.",ONLY AVAILABLE IN PAID PLANS,2025-09-27 12:56:12,UTC,https://www.armidaleexpress.com.au/images/transform/v1/crop/frm/silverstone-feed-data/931a4952-ffeb-4e61-a93e-cc190e4a81df.jpg/r0_75_800_526_w600_h338_fmax.jpg,,armidaleexpress,Armidale Express,6830639,https://www.armidaleexpress.com.au,https://n.bytvi.com/armidaleexpress.png,english,['australia'],"['politics', 'top']",ONLY AVAILABLE IN PROFESSIONAL AND CORPORATE PLANS,ONLY AVAILABLE IN PROFESSIONAL AND CORPORATE PLANS,ONLY AVAILABLE IN PROFESSIONAL AND CORPORATE PLANS,ONLY AVAILABLE IN CORPORATE PLANS,ONLY AVAILABLE IN CORPORATE PLANS,ONLY AVAILABLE IN PAID PLANS,ONLY AVAILABLE IN PROFESSIONAL AND CORPORATE PLANS,True
59e0c5bfeb0c6af343423c5b18569554,Right royal welcome for PM Albanese on British visit,https://www.bluemountainsgazette.com.au/story/9075995/right-royal-welcome-for-pm-albanese-on-british-visit/,"['domestic', 'politics', 'free', 'national', 'news']",['Grace Crivellaro'],"Australia's prime minister has continued to talk up the future of the AUKUS submarine pact, before meeting with King Charles in Scotland.",ONLY AVAILABLE IN PAID PLANS,2025-09-27 12:56:12,UTC,https://www.bluemountainsgazette.com.au/images/transform/v1/crop/frm/silverstone-feed-data/931a4952-ffeb-4e61-a93e-cc190e4a81df.jpg/r0_0_800_600_w1200_h678_fmax.jpg,,bluemountainsgazette,Blue Mountains Gazette,899530,https://www.bluemountainsgazette.com.au,https://n.bytvi.com/bluemountainsgazette.png,english,['australia'],"['politics', 'top']",ONLY AVAILABLE IN PROFESSIONAL AND CORPORATE PLANS,ONLY AVAILABLE IN PROFESSIONAL AND CORPORATE PLANS,ONLY AVAILABLE IN PROFESSIONAL AND CORPORATE PLANS,ONLY AVAILABLE IN CORPORATE PLANS,ONLY AVAILABLE IN CORPORATE PLANS,ONLY AVAILABLE IN PAID PLANS,ONLY AVAILABLE IN PROFESSIONAL AND CORPORATE PLANS,True
38a4efd7fe1a9fc4c2ff7cf46723c9a4,Right royal welcome for PM Albanese on British visit,https://www.newcastleherald.com.au/story/9075995/right-royal-welcome-for-pm-albanese-on-british-visit/,"['news', 'domestic', 'national', 'free', 'politics']",['Grace Crivellaro'],"Australia's prime minister has continued to talk up the future of the AUKUS submarine pact, before meeting with King Charles in Scotland.",ONLY AVAILABLE IN PAID PLANS,2025-09-27 12:56:12,UTC,https://www.newcastleherald.com.au/images/transform/v1/crop/frm/silverstone-feed-data/931a4952-ffeb-4e61-a93e-cc190e4a81df.jpg/r0_75_800_526_w600_h338_fmax.jpg,,newcastleherald,Newcastle Herald,398569,https://www.newcastleherald.com.au,https://n.bytvi.com/newcastleherald.png,english,['australia'],['politics'],ONLY AVAILABLE IN PROFESSIONAL AND CORPORATE PLANS,ONLY AVAILABLE IN PROFESSIONAL AND CORPORATE PLANS,ONLY AVAILABLE IN PROFESSIONAL AND CORPORATE PLANS,ONLY AVAILABLE IN CORPORATE PLANS,ONLY AVAILABLE IN CORPORATE PLANS,ONLY AVAILABLE IN PAID PLANS,ONLY AVAILABLE IN PROFESSIONAL AND CORPORATE PLANS,False
38af2b2059dcf3334e6b512061ef251d,Right royal welcome for PM Albanese on British visit,https://www.bordermail.com.au/story/9075995/right-royal-welcome-for-pm-albanese-on-british-visit/,"['news', 'politics', 'domestic', 'national', 'free']",['Grace Crivellaro'],"Australia's prime minister has continued to talk up the future of the AUKUS submarine pact, before meeting with King Charles in Scotland.",ONLY AVAILABLE IN PAID PLANS,2025-09-27 12:56:12,UTC,https://www.bordermail.com.au/images/transform/v1/crop/frm/silverstone-feed-data/931a4952-ffeb-4e61-a93e-cc190e4a81df.jpg/r0_90_800_510_w1200_h630_fmax.jpg,,bordermail,The Border Mail,2185061,https://www.bordermail.com.au,https://n.bytvi.com/bordermail.png,english,['australia'],"['politics', 'top']",ONLY AVAILABLE IN PROFESSIONAL AND CORPORATE PLANS,ONLY AVAILABLE IN PROFESSIONAL AND CORPORATE PLANS,ONLY AVAILABLE IN PROFESSIONAL AND CORPORATE PLANS,ONLY AVAILABLE IN CORPORATE PLANS,ONLY AVAILABLE IN CORPORATE PLANS,ONLY AVAILABLE IN PAID PLANS,ONLY AVAILABLE IN PROFESSIONAL AND CORPORATE PLANS,True
311cb2b7b45b5b5bfaf7d709f8b04439,Right royal welcome for PM Albanese on British visit,https://www.yarrawongachronicle.com.au/national/right-royal-welcome-for-pm-albanese-on-british-visit/,,['By                    AAP Newswire'],Anthony Albanese has issued yet another assurance Australia's nuclear submarine deal with the US and Britain will move forward after meeting his UK counterpart in London.,ONLY AVAILABLE IN PAID PLANS,2025-09-27 12:56:11,UTC,https://imengine.public.prod.mmg.navigacloud.com/?crop_h=0.75&crop_w=0.99999&function=cropresize&height=675&q=75&source=false&type=preview&uuid=9a610cfa-c516-52ff-b86f-95fda8df2a8a&width=1200&x=0&y=0,,yarrawongachronicle,Yarrawonga Chronicle,1135273,https://www.yarrawongachronicle.com.au,https://n.bytvi.com/yarrawongachronicle.jpeg,english,['australia'],['domestic'],ONLY AVAILABLE IN PROFESSIONAL AND CORPORATE PLANS,ONLY AVAILABLE IN PROFESSIONAL AND CORPORATE PLANS,ONLY AVAILABLE IN PROFESSIONAL AND CORPORATE PLANS,ONLY AVAILABLE IN CORPORATE PLANS,ONLY AVAILABLE IN CORPORATE PLANS,ONLY AVAILABLE IN PAID PLANS,ONLY AVAILABLE IN PROFESSIONAL AND CORPORATE PLANS,True
